,Name,Author,Ratings (out of 5),Reviews,Edition,Price,Books_url
101,NCERT Chemistry Textbook for Class 12 - Part 1 & 2 - 12085 & 12086 (Set of 2 books),NCERT,4.2,"44,635",Paperback,₹250.00,https://www.amazon.in//NCERT-Chemistry-Textbook-Class-12/dp/B08YXYY3D9/ref=zg_bs_books_sccl_1/000-0000000-0000000?psc=1
102,The Richest Man In Babylon,George S. Clason,4.5,"1,373",Paperback,₹99.00,https://www.amazon.in//Richest-Man-Babylon-George-Clason/dp/9388144317/ref=zg_bs_books_sccl_2/000-0000000-0000000?psc=1
103,"Jumbo Colouring Book - Activity Colouring Book for 3 to 5 years old kids - Gift to children for painting, drawing and colouring with reference guide",Maple Press,4.4,483,Paperback,₹99.00,https://www.amazon.in//Jumbo-Colouring-Book-Maple-Press/dp/9388304608/ref=zg_bs_books_sccl_3/000-0000000-0000000?psc=1
104,A Modern Approach To Verbal & Non-Verbal Reasoning (Video Edition) (2022-23),R. S Aggarwal,4.3,262,Paperback,₹560.00,https://www.amazon.in//Modern-Approach-Non-Verbal-Reasoning-2022-23/dp/9355011539/ref=zg_bs_books_sccl_4/000-0000000-0000000?psc=1
105,Basics of Bhagavad Gita: A thematic study of the Bhagavad Gita,His Divine Grace A. C. Bhaktivedanta Swami Prabhupada,4.7,39,Paperback,₹219.00,https://www.amazon.in//Basics-Bhagavad-Gita-thematic-study/dp/9386956691/ref=zg_bs_books_sccl_5/000-0000000-0000000?psc=1
106,Addition and Subtraction Activity Book For Children - 80+ Activities Inside,Wonder House Books,4.7,716,Paperback,₹99.00,https://www.amazon.in//Addition-Subtraction-Activity-Book-Children/dp/9354402380/ref=zg_bs_books_sccl_6/000-0000000-0000000?psc=1
107,Brain Boosting Activity Book for Kids – 200+ Activities for Age 3+,Maple Press,4.4,"1,125",Paperback,₹80.00,https://www.amazon.in//Brain-Boosting-Activity-Book-Kids/dp/9391129668/ref=zg_bs_books_sccl_7/000-0000000-0000000?psc=1
108,T.S. Grewal's Double Entry Book Keeping: Accounting for NotforProfit Organizations and Partnership Firms (Vol. 1) Textbook for CBSE Class 12 (202223 Session),T. S. Grewal; H. S. Grewal; C.A (Dr.) G. S. Grewal; R. K. Khosla,4.5,392,Paperback,₹413.00,https://www.amazon.in//T-S-Grewals-Double-Entry-Keeping/dp/9390851831/ref=zg_bs_books_sccl_8/000-0000000-0000000?psc=1
109,"Raa Traders Sank Magic Practice Copybook, (4 BOOK + 10 REFILL+ 2 Pen +2 Grip) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering",Spiral-bound,4.0,29,Spiral-bound,₹129.00,https://www.amazon.in//Practice-Preschoolers-Calligraphy-Practical-Lettering/dp/9551753437/ref=zg_bs_books_sccl_9/000-0000000-0000000?psc=1
110,"MTG 17 Years Karnataka CET Chapterwise Solutions Physics, Chemistry & Mathematics - KCET Previous Year Solved Papers, KCET Engineering Entrance Exam Books 2023",MTG Editorial Board,4.3,"23,498",Paperback,₹500.00,https://www.amazon.in//Karnataka-Chapterwise-Solutions-Chemistry-Mathematics/dp/9355554192/ref=zg_bs_books_sccl_10/000-0000000-0000000?psc=1
111,General Knowledge,Dr. Binay Karna,4.4,466,Paperback,₹162.00,https://www.amazon.in//General-Knowledge-Dr-Binay-Karna/dp/9384761540/ref=zg_bs_books_sccl_11/000-0000000-0000000?psc=1
112,"Oswaal NEET (UG) 17 Years Solved Papers-2006-2022 Physics, Chemistry, Biology (for 7th May 2023 Exam)",Oswaal Editorial Board,4.5,"13,327",Paperback,₹629.00,https://www.amazon.in//Oswaal-Papers-2006-2022-Physics-Chemistry-Biology/dp/9355953755/ref=zg_bs_books_sccl_12/000-0000000-0000000?psc=1
113,My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design),Wonder House Books,4.6,"4,229",Board book,₹769.00,https://www.amazon.in//First-Learning-Library-Box-Set/dp/9388369882/ref=zg_bs_books_sccl_13/000-0000000-0000000?psc=1
114,War of Lanka (Ram Chandra Series Book 4),Amish Tripathi,4.3,"2,317",Paperback,₹307.00,https://www.amazon.in//War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=zg_bs_books_sccl_14/000-0000000-0000000?psc=1
115,English For Competitions Vol-I in English Latest 2023 Edition,Neetu Singh,4.3,26,Paperback,₹320.00,https://www.amazon.in//English-Competitions-Vol-I-Neetu-Singh/dp/B07PHPBJB6/ref=zg_bs_books_sccl_15/000-0000000-0000000?psc=1
116,Oswaal CBSE Class 10 Science Question Bank 2023-24 Book,Oswaal Editorial Board,4.9,4,Paperback,₹498.00,https://www.amazon.in//Oswaal-Class-Science-Question-2023-24/dp/9356349010/ref=zg_bs_books_sccl_16/000-0000000-0000000?psc=1
117,SSC English 7600 TCS MCQ chapter wise with detailed explanation 4th edition english medium,Pinnacle Publications,4.5,"1,895",Paperback,₹499.00,https://www.amazon.in//English-chapter-detailed-explanation-english/dp/B0BXM3X1XZ/ref=zg_bs_books_sccl_17/000-0000000-0000000?psc=1
118,"That Night: Four Friends, Twenty Years,",Nidhi Upadhyay,4.3,"14,404",Paperback,₹183.33,https://www.amazon.in//That-Night-Friends-Haunting-Secret/dp/0143451871/ref=zg_bs_books_sccl_18/000-0000000-0000000?psc=1
119,Rich Dad Poor Dad - 20Th Anniversary Edition - Hindi,Robert T. Kiyosaki,4.5,"2,406",Paperback,₹249.00,https://www.amazon.in//Rich-Dad-Poor-Robert-Kiyosaki/dp/8186775218/ref=zg_bs_books_sccl_19/000-0000000-0000000?psc=1
120,The Kid Who Came From Space,Ross Welford,4.5,"1,525",Paperback,₹265.14,https://www.amazon.in//Untitled-Ross-Welford-5/dp/0008333785/ref=zg_bs_books_sccl_20/000-0000000-0000000?psc=1
121,My First Animal Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,4.4,33,Paperback,₹159.00,https://www.amazon.in//My-First-Animal-Sticker-Book/dp/9388144945/ref=zg_bs_books_sccl_21/000-0000000-0000000?psc=1
122,IIITprep UGEE REAP 2023 | IIIT Hyderabad,IIITprep,4.9,"26,752",Perfect Paperback,₹349.00,https://www.amazon.in//IIITprep-UGEE-REAP-2023-Hyderabad/dp/8195478654/ref=zg_bs_books_sccl_22/000-0000000-0000000?psc=1
123,"Thinking, Fast and Slow (Penguin Press Non-Fiction) [Paperback] Daniel Kahneman",Daniel Kahneman,4.5,317,Paperback,₹333.00,https://www.amazon.in//Thinking-Fast-Penguin-Press-Non-Fiction/dp/0141033576/ref=zg_bs_books_sccl_23/000-0000000-0000000?psc=1
124,Entre Jeunes French (T.B.) -X,CBSE,4.3,44,Paperback,₹299.00,https://www.amazon.in//Entre-Jeunes-French-T-B-X/dp/B0748X28QX/ref=zg_bs_books_sccl_24/000-0000000-0000000?psc=1
125,2023 - Edition - Lucent's General Knowledge - English Medium - Original Copy,Dr. Binay Karna,4.1,"4,209",Unknown Binding,₹277.99,https://www.amazon.in//2023-Lucents-General-Knowledge-Original/dp/B0BTC16JNP/ref=zg_bs_books_sccl_25/000-0000000-0000000?psc=1
126,My First Little Librarian: Boxset of 12 Best Board Books for Kids,THE BOOK TREE,4.5,"5,151",Board book,₹399.00,https://www.amazon.in//My-First-Little-Librarian-Boxset/dp/B08MLC2GD6/ref=zg_bs_books_sccl_26/000-0000000-0000000?psc=1
127,Mandala Art: Colouring books for Adults with tear out sheets,Wonder House Books,4.5,496,Paperback,₹139.00,https://www.amazon.in//Mandala-Art-Colouring-Adults-Sheets/dp/9386538601/ref=zg_bs_books_sccl_27/000-0000000-0000000?psc=1
128,How to Prepare for QUANTITATIVE APTITUDE for CAT |10th Edition | With CAT Practice Tests on Pull Marks,ARUN SHARMA,4.4,"18,163",Paperback,₹679.00,https://www.amazon.in//Prepare-QUANTITATIVE-APTITUDE-Practice-Tests/dp/9355321627/ref=zg_bs_books_sccl_28/000-0000000-0000000?psc=1
129,Picture Books Collection for Early Learning (Set of 12),E C Axus,4.3,46,Cards,₹221.00,https://www.amazon.in//Picture-Books-Collection-Early-Learning/dp/B01M0QGF0P/ref=zg_bs_books_sccl_29/000-0000000-0000000?psc=1
130,Benimadhav Shiler Ful Panjika 1430 || English 2023-2024 || Bengali Panjika || The Original Benimadhav,Benimadhav Shil,4.5,329,Paperback,₹84.00,https://www.amazon.in//Benimadhav-Panjika-English-2023-2024-Original/dp/B0BRVSBFBG/ref=zg_bs_books_sccl_30/000-0000000-0000000?psc=1
131,Entre Jeunes Class 9 French Book CBSE,Paperback,4.3,7,Paperback,₹330.00,https://www.amazon.in//Entre-Jeunes-Class-French-Book/dp/B098TDXTW3/ref=zg_bs_books_sccl_1/000-0000000-0000000?psc=1
132,NTA CUET UG 2023 Section 1 A Languages (Hindi & English),Arihant Experts,3.9,"22,377",Paperback,₹114.00,https://www.amazon.in//CUET-Section-Languages-Hindi-English/dp/9327196449/ref=zg_bs_books_sccl_2/000-0000000-0000000?psc=1
133,Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,4.5,"13,485",Paperback,₹157.00,https://www.amazon.in//Attitude-Everything-Change-Your-Life/dp/9351772071/ref=zg_bs_books_sccl_3/000-0000000-0000000?psc=1
134,The Almanack Of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,4.6,552,Paperback,₹279.00,https://www.amazon.in//Almanack-Naval-Ravikant-Wealth-Happiness/dp/9354893899/ref=zg_bs_books_sccl_4/000-0000000-0000000?psc=1
135,CBSE All In One English Language & Literature Class 10 2022-23 Edition,Vaishali Jaiswal Dolly Jain,4.3,"2,550",Paperback,₹360.00,https://www.amazon.in//English-Language-Literature-Class-2022-23/dp/9326196895/ref=zg_bs_books_sccl_5/000-0000000-0000000?psc=1
136,AATUJEEVITHAM,BENYAMIN,4.7,14,Paperback,₹130.00,https://www.amazon.in//Aatujeevitham-Benyamin/dp/8184231172/ref=zg_bs_books_sccl_6/000-0000000-0000000?psc=1
137,Introductory Macro Economics for Class 12 - CBSE - by Sandeep Garg Examination 2023-24,Sandeep Garg,4.6,"1,119",Paperback,₹700.00,https://www.amazon.in//Introductory-Macro-Economics-Class-Examination/dp/9394417176/ref=zg_bs_books_sccl_7/000-0000000-0000000?psc=1
138,"Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words",Maple Press,4.4,"94,237",Paperback,₹301.00,https://www.amazon.in//Cursive-Writing-Books-Set/dp/9388304128/ref=zg_bs_books_sccl_8/000-0000000-0000000?psc=1
139,"Think And Grow Rich [Original Edition (Complete), PREMIUM PAPERBACK]",Napoleon Hill,4.4,31,Paperback,₹98.00,https://www.amazon.in//Think-Grow-Rich-Napoleon-Hill/dp/9353338158/ref=zg_bs_books_sccl_9/000-0000000-0000000?psc=1
140,Oswaal NTA CUET (UG) 10 Mock Test Sample Question Papers Language English (For 2023 Exam),Oswaal Editorial Board,4.7,35,Paperback,₹169.00,https://www.amazon.in//Oswaal-Sample-Question-Language-English/dp/9356346380/ref=zg_bs_books_sccl_10/000-0000000-0000000?psc=1
141,Oswaal CBSE Class 10 Social Science Question Bank 2023-24 Book,Oswaal Editorial Board,4.6,"40,379",Paperback,₹525.00,https://www.amazon.in//Oswaal-Social-Science-Question-2023-24/dp/9356348901/ref=zg_bs_books_sccl_11/000-0000000-0000000?psc=1
142,The Diary of a Young Girl,Anne Frank,4.6,"12,655",Paperback,₹99.00,https://www.amazon.in//Diary-Young-Girl-Anne-Frank/dp/8172345194/ref=zg_bs_books_sccl_12/000-0000000-0000000?psc=1
143,Aapke Avchetan Mann Ki Shakti (The Power Of Your Subconscious Mind In Hindi),Joseph Murphy,4.4,"12,450",Paperback,₹93.00,https://www.amazon.in//Avchetan-Shakti-Power-Subconscious-Hindi/dp/8175993669/ref=zg_bs_books_sccl_13/000-0000000-0000000?psc=1
144,The Art of War,Sun Tzu,4.3,245,Paperback,₹68.00,https://www.amazon.in//Art-War-Sun-Tzu/dp/8172345240/ref=zg_bs_books_sccl_14/000-0000000-0000000?psc=1
145,Ikigai : Japanese Art of staying Young.. While growing Old,Keira Miki,3.9,5,Paperback,₹145.00,https://www.amazon.in//Ikigai-Japanese-staying-Young-growing/dp/9355991479/ref=zg_bs_books_sccl_15/000-0000000-0000000?psc=1
146,"MTG VITEEE Chapterwise Previous Years Solved Papers With Detailed Solutions Physics, Chemistry, Mathematics, English & Quantitative Aptitude PYQ Books For 2023 Exam",MTG Editorial Board,4.3,36,Paperback,₹366.00,https://www.amazon.in//Chapterwise-Solutions-Chemistry-Mathematics-Quantitative/dp/9355555806/ref=zg_bs_books_sccl_16/000-0000000-0000000?psc=1
147,IIITprep UGEE Previous Year Papers 2023 | IIIT Hyderabad,IIITprep,4.7,"3,960",Perfect Paperback,₹349.00,https://www.amazon.in//IIITprep-UGEE-Previous-Papers-Hyderabad/dp/8195865615/ref=zg_bs_books_sccl_17/000-0000000-0000000?psc=1
148,Mandala: Colouring books for Adults with tear out sheets,Wonder House Books,4.5,40,Paperback,₹129.00,https://www.amazon.in//Mandala-Colouring-Books-Adults-Sheets/dp/938653861X/ref=zg_bs_books_sccl_18/000-0000000-0000000?psc=1
149,"BITSAT 18 Previous Year Chapter-wise Solved Papers (2022 - 2005) 6th Edition | Physics, Chemistry, Mathematics, English & Logical Reasoning 3100 PYQs",Disha Experts,4.5,317,Paperback,₹388.00,https://www.amazon.in//BITSAT-Previous-Chapter-wise-Solved-Papers/dp/9355641842/ref=zg_bs_books_sccl_19/000-0000000-0000000?psc=1
150,NCERT Mathematics Textbook For Class 8-852,NCERT,4.2,"7,204",Paperback,₹111.00,https://www.amazon.in//NCERT-Mathematics-Textbook-Class-8/dp/B08XNPFN8K/ref=zg_bs_books_sccl_20/000-0000000-0000000?psc=1
151,Colour With Crayons Book 1 for Kids Age 1 -6 Years - Drawing and Colouring Book for Early Learners,Dreamland Publications,4.2,93,Paperback,₹57.00,https://www.amazon.in//Colour-Crayons-Part-Dreamland-Publications/dp/1730175066/ref=zg_bs_books_sccl_1/000-0000000-0000000?psc=1
152,UPSC EPFO (Enforcement Officers/ Accounts Officers) Exam Guide 2nd Edition,Disha Experts,4.2,"2,590",Paperback,₹330.00,https://www.amazon.in//UPSC-Enforcement-Officers-Accounts-Guide/dp/9355642121/ref=zg_bs_books_sccl_2/000-0000000-0000000?psc=1
153,Progress In Computer Science With Python Textbook & Practical Book For Class 12,Sumita Arora,4.5,209,Paperback,₹590.00,https://www.amazon.in//Computer-Science-Python-2019-2020-Examination/dp/8177002368/ref=zg_bs_books_sccl_3/000-0000000-0000000?psc=1
154,Revolutionaries : The Other Story of How India Won Its Freedom,Sanjeev Sanyal,4.8,"24,940",Hardcover,₹413.00,https://www.amazon.in//Revolutionaries-Other-Story-India-Freedom/dp/9356295948/ref=zg_bs_books_sccl_4/000-0000000-0000000?psc=1
155,The Girl Who Drank the Moon,Kelly Barnhill,4.5,295,Paperback,₹269.00,https://www.amazon.in//Girl-Who-Drank-Moon/dp/1848126476/ref=zg_bs_books_sccl_5/000-0000000-0000000?psc=1
156,"Errorless 45 Previous Years IIT JEE Advanced (1978 2022) + JEE Main (2013 2022) Physics, Chemistry & Mathematics Chapterwise & Topicwise Solved ... Solutions for JEE 2023Set of 3 Books",Disha Experts,4.1,"27,772",Paperback,"₹1,429.00",https://www.amazon.in//Errorless-Previous-Years-Advanced-1978/dp/9355643535/ref=zg_bs_books_sccl_6/000-0000000-0000000?psc=1
157,The 5 AM Club,Robin Sharma,4.5,40,Paperback,₹225.00,https://www.amazon.in//AM-Club-Your-Morning-Elevate/dp/9387944891/ref=zg_bs_books_sccl_7/000-0000000-0000000?psc=1
158,"SANK MAGIC BOOK Practice Copybook, (4 BOOK + 1 pen + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic books for kids Reusable Writing Tool (4 BOOK + 10 REFILL+ 1 PEN)",SEVEN,4.3,"1,446",Stationery,₹86.80,https://www.amazon.in//Practice-Copybook-Tracing-Preschoolers-Reusable/dp/B0BN5MYS82/ref=zg_bs_books_sccl_8/000-0000000-0000000?psc=1
159,Footprints Without Feet - Supplementary Reader In English Textbook For Class - 10 - 1060,NCERT,4.4,16,Paperback,₹29.00,https://www.amazon.in//Footprints-Without-Feet-Supplementary-Textbook/dp/8174507094/ref=zg_bs_books_sccl_9/000-0000000-0000000?psc=1
160,Mathematics for Class 10 CBSE by R.D. Sharma for 202324/Ed. with MCQs Book Set of 2 Books,R. D. Sharma,4.4,"3,432",Unknown Binding,₹737.00,https://www.amazon.in//Mathematics-Class-Sharma-202324-Books/dp/B0BV71PCSY/ref=zg_bs_books_sccl_10/000-0000000-0000000?psc=1
161,Nursery Rhymes Board Book (My First Book Series): Illustrated Classic Nursery Rhymes,Wonder House Books,4.6,"1,635",Board book,₹164.00,https://www.amazon.in//Nursery-Rhymes-Board-Book-First/dp/9388144201/ref=zg_bs_books_sccl_11/000-0000000-0000000?psc=1
162,Price Action Trading : Technical Analysis Simplified!,Sunil Gurjar (Chartmojo),4.3,"9,741",Paperback,₹325.00,https://www.amazon.in//Price-Action-Trading-Technical-Simplified/dp/8195261612/ref=zg_bs_books_sccl_12/000-0000000-0000000?psc=1
163,Metamorphosis,Franz Kafka,4.5,"6,009",Paperback,₹77.00,https://www.amazon.in//Metamorphosis-Franz-Kafka/dp/8172345135/ref=zg_bs_books_sccl_13/000-0000000-0000000?psc=1
164,Physics Wallah CUET UG General Test & English Combo (Common University Entrance Test 2023) Set of 2 books,PW,None,"5,913",Unknown Binding,None,https://www.amazon.in//Physics-General-English-University-Entrance/dp/B0BYDJL9MZ/ref=zg_bs_books_sccl_14/000-0000000-0000000?psc=1
165,"Rashmirathi (Jnanpith Award Winner, 1972) - Hindi",Ramdhari Singh Dinkar,4.7,"182,624",Paperback,₹158.00,https://www.amazon.in//Rashmirathi-Ramdhari-Singh-Dinkar/dp/8180313638/ref=zg_bs_books_sccl_15/000-0000000-0000000?psc=1
166,Wise and Otherwise: A salute to Life [Paperback] Sudha Murty,Sudha Murty,4.6,"2,726",Paperback,₹175.00,https://www.amazon.in//Wise-Otherwise-salute-Sudha-Murty/dp/0143062220/ref=zg_bs_books_sccl_16/000-0000000-0000000?psc=1
167,VERITY,Colleen Hoover,4.3,712,Paperback,₹220.00,https://www.amazon.in//Verity-thriller-that-capture-heart/dp/1408726602/ref=zg_bs_books_sccl_17/000-0000000-0000000?psc=1
168,"Combo Pack: Lakhmir Singh Class 10 Science (Biology, Physics, Chemistry) - Examination 2022-23",Manjit Kaur; Lakhmir Singh,4.4,"2,329",Paperback,"₹1,045.00",https://www.amazon.in//Combo-Pack-Lakhmir-Chemistry-Examination/dp/B09PKHZZMB/ref=zg_bs_books_sccl_18/000-0000000-0000000?psc=1
169,Vistas - Supplementay English Core For Class - 12 - 12075,NCERT,4.3,"19,066",Paperback,₹45.00,https://www.amazon.in//Vistas-Core-Course-Supplementary-English/dp/817450723X/ref=zg_bs_books_sccl_19/000-0000000-0000000?psc=1
170,NCERT textbooks class 12th physics part 1&2 chemistry part 1&2 and biology combo 2020 editionpack of 5 books,NCERT,4.2,79,Board book,₹801.65,https://www.amazon.in//textbooks-physics-chemistry-biology-editionpack/dp/B08KSD2668/ref=zg_bs_books_sccl_20/000-0000000-0000000?psc=1
171,Who Will Cry When You Die?,Robin Sharma,4.4,"69,757",Paperback,₹140.00,https://www.amazon.in//Who-Will-Cry-When-You/dp/8179922324/ref=zg_bs_books_sccl_21/000-0000000-0000000?psc=1
172,"Oswaal NTA CUET (UG) 10 Mock Test Papers General Test (Quantitative Apptitude, Logical Reasoning, General Awareness) (For 2023 Exam)",Oswaal Editorial Board,4.3,"94,664",Paperback,₹267.00,https://www.amazon.in//General-Quantitative-Apptitude-Reasoning-Awareness/dp/9356346372/ref=zg_bs_books_sccl_22/000-0000000-0000000?psc=1
173,"12 Rules for Life: An Antidote to Chaos [Paperback] Peterson, Jordan B.",Jordan B. Peterson,4.6,"15,865",Paperback,₹299.00,https://www.amazon.in//12-Rules-Life-Antidote-Chaos/dp/0141988517/ref=zg_bs_books_sccl_23/000-0000000-0000000?psc=1
174,Harry Potter and the Philosopher's Stone,J.K. Rowling,4.7,"110,932",Paperback,₹243.00,https://www.amazon.in//Harry-Potter-Philosophers-Stone-Rowling/dp/1408855658/ref=zg_bs_books_sccl_24/000-0000000-0000000?psc=1
175,THE 48 LAWS OF POWER,Robert Greene,4.6,121,Paperback,₹575.00,https://www.amazon.in//Laws-Power-Robert-Greene-Collection/dp/1861972784/ref=zg_bs_books_sccl_25/000-0000000-0000000?psc=1
176,"How to Win Friends and Influence People [Original Edition (Complete), PREMIUM PAPERBACK]",Dale Carnegie,4.5,30,Paperback,₹101.00,https://www.amazon.in//How-Win-Friends-Influence-People/dp/8129140179/ref=zg_bs_books_sccl_26/000-0000000-0000000?psc=1
177,BlackBook of General Awareness January 2023 by Nikhil Gupta,Nikhil kr Gupta,4.4,954,Paperback,₹344.00,https://www.amazon.in//BlackBook-General-Awareness-January-Nikhil/dp/8195645704/ref=zg_bs_books_sccl_27/000-0000000-0000000?psc=1
178,"Target VITEEE 2023 - 16 Previous Year (2022 - 2006) Solved Papers with 10 Mock Tests 12th Edition | Physics, Chemistry, Mathematics, & Quantitative Aptitude 3050 PYQs",Disha Experts,4.2,"3,258",Paperback,₹406.00,https://www.amazon.in//Target-VITEEE-2023-Mathematics-Quantitative/dp/9355641850/ref=zg_bs_books_sccl_28/000-0000000-0000000?psc=1
179,CBSE All In One Science Class 10 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),"Rashmi Gupta Sonal Singh ,Ruchi Kapoor,Imran Ahmad , Sanubai",4.3,"3,184",Paperback,₹478.00,https://www.amazon.in//Science-2022-23-latest-Syllabus-issued/dp/9326196860/ref=zg_bs_books_sccl_29/000-0000000-0000000?psc=1
180,Aitihasik Ram ऐतिहासिक राम,Nilesh Oak,None,"29,757",Hardcover,₹430.00,https://www.amazon.in//Aitihasik-Ram-%E0%A4%90%E0%A4%A4%E0%A4%BF%E0%A4%B9%E0%A4%BE%E0%A4%B8%E0%A4%BF%E0%A4%95-%E0%A4%B0%E0%A4%BE%E0%A4%AE-Nilesh/dp/8195685064/ref=zg_bs_books_sccl_30/000-0000000-0000000?psc=1
181,You Only Live Once,Stuti Changle,4.4,171,Paperback,₹183.33,https://www.amazon.in//You-Only-Live-Once-Friendship/dp/0143453580/ref=zg_bs_books_sccl_1/000-0000000-0000000?psc=1
182,You Can,George Matthew Adams,4.3,"71,785",Paperback,₹99.00,https://www.amazon.in//You-Can-George-Matthew-Adams/dp/9389931843/ref=zg_bs_books_sccl_2/000-0000000-0000000?psc=1
183,Quantitative Aptitude for Competitive Examinations,R S Aggarwal,4.4,186,Paperback,₹399.00,https://www.amazon.in//Quantitative-Aptitude-Competitive-Examinations-Aggarwal/dp/9352534026/ref=zg_bs_books_sccl_3/000-0000000-0000000?psc=1
184,Tantric Visions of the Divine Feminine: The Ten Mahavidyas,David Kinsley,4.4,26,Paperback,₹270.00,https://www.amazon.in//Tantric-Visions-Divine-Feminine-Mahavidyas/dp/8120815238/ref=zg_bs_books_sccl_4/000-0000000-0000000?psc=1
185,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.5,"10,790",Paperback,₹232.00,https://www.amazon.in//Cant-Hurt-Me-Master-Your/dp/1544512279/ref=zg_bs_books_sccl_5/000-0000000-0000000?psc=1
186,The Magic Of The Lost Story,Sudha Murty,4.6,366,Paperback,₹167.00,https://www.amazon.in//Magic-Lost-Story-Sudha-Murty/dp/0143458183/ref=zg_bs_books_sccl_6/000-0000000-0000000?psc=1
187,Pathfinder NDA/NA National Defence Academy & Naval Academy Entrance Examination,Arihant Experts,4.4,"4,879",Paperback,₹463.00,https://www.amazon.in//Pathfinder-National-Defence-Entrance-Examination/dp/9327194187/ref=zg_bs_books_sccl_7/000-0000000-0000000?psc=1
188,KARMA: A YOGI'S GUIDE TO CRAFTING YOUR DESTINY,Sadhguru,4.7,"113,920",Paperback,₹189.00,https://www.amazon.in//Karma-PUBLISHERS-BESTSELLER-spirituality-self-improvement/dp/0143452673/ref=zg_bs_books_sccl_8/000-0000000-0000000?psc=1
189,"Hidden Hindu Book, The (2)",Akshat Gupta,4.5,275,Paperback,₹194.00,https://www.amazon.in//Hidden-Hindu-2-Akshat-Gupta/dp/0143456547/ref=zg_bs_books_sccl_9/000-0000000-0000000?psc=1
190,Bhagvad Gita As It Is English New Edition,A. C. Bhaktivedanta Swami Prabhupad,4.8,"3,628",Hardcover,₹250.00,https://www.amazon.in//Bhagavad-Gita-Original-English-As/dp/B07MDTX8BR/ref=zg_bs_books_sccl_10/000-0000000-0000000?psc=1
191,1984,George Orwell,4.5,7,Paperback,₹95.00,https://www.amazon.in//1984-George-Orwell/dp/9389053730/ref=zg_bs_books_sccl_11/000-0000000-0000000?psc=1
192,"Combo Pack: Lakhmir Singh Class 9 Science (Biology, Physics, Chemistry) - Examination 2022-23",LAKHMIR SINGH,4.5,394,Paperback,"₹1,090.00",https://www.amazon.in//Combo-Pack-Lakhmir-Science-Chemistry/dp/B09PKHJH4S/ref=zg_bs_books_sccl_12/000-0000000-0000000?psc=1
193,The Time Machine,H. G. Wells,4.4,35,Paperback,₹99.00,https://www.amazon.in//Time-Machine-H-G-Wells/dp/8175992956/ref=zg_bs_books_sccl_13/000-0000000-0000000?psc=1
194,Indian Economic Development for Class 12 - CBSE - by Sandeep Garg Examination 2023-24,Sandeep Garg,4.2,346,Paperback,₹335.00,https://www.amazon.in//Indian-Economic-Development-Class-Examination/dp/9394417125/ref=zg_bs_books_sccl_14/000-0000000-0000000?psc=1
195,"Build, Don't Talk: Things You Wish You W: Things You Wish You Were Taught in School",Raj Shamani,4.4,"167,452",Paperback,₹145.00,https://www.amazon.in//Build-Dont-Talk-Things-Taught/dp/0143459686/ref=zg_bs_books_sccl_15/000-0000000-0000000?psc=1
196,Brain Activity Book for Kids - 200+ Activities for Age 5+,Maple Press,4.2,"15,916",Paperback,₹98.00,https://www.amazon.in//Brain-Activity-Book-Kids-Activities/dp/9391924956/ref=zg_bs_books_sccl_16/000-0000000-0000000?psc=1
197,CBSE All In One English Core Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Manasi Balani Srishti Agarwal,4.3,"5,671",Paperback,₹359.00,https://www.amazon.in//English-2022-23-latest-Syllabus-issued/dp/932619650X/ref=zg_bs_books_sccl_17/000-0000000-0000000?psc=1
198,A MAN CALLED OVE (B FORMAT),Fredrik Backman,4.6,"1,314",Paperback,₹240.00,https://www.amazon.in//Man-Called-Ove-life-affirming-bestseller/dp/1444775812/ref=zg_bs_books_sccl_18/000-0000000-0000000?psc=1
199,MINDSET (REVISED AND UPDATED),Carol Dweck,4.5,"1,716",Paperback,₹210.00,https://www.amazon.in//Mindset-Changing-think-Fulfil-Potential/dp/1780332009/ref=zg_bs_books_sccl_19/000-0000000-0000000?psc=1
200,India that is Bharat,J Sai Deepak,4.8,"36,377",Hardcover,₹350.00,https://www.amazon.in//India-that-Bharat-Civilisation-Constitution/dp/9354352499/ref=zg_bs_books_sccl_20/000-0000000-0000000?psc=1
201,Bhagavad Gita (Deluxe Silk Hardbound),Anonymous,4.7,9,Hardcover,₹214.00,https://www.amazon.in//Bhagavad-Gita/dp/9389432707/ref=zg_bs_books_sccl_1/000-0000000-0000000?psc=1
202,S. Chand's Mental Mathematics For Class 3 - Examination 2023-2024,R.S Aggarwal,4.5,"20,832",Paperback,₹255.00,https://www.amazon.in//S-Chands-Mental-Mathematics-Class-3/dp/9352831551/ref=zg_bs_books_sccl_2/000-0000000-0000000?psc=1
